LOCATION,SUBURB,Reason Code,Audit Date,Start_Lat,Start_Lng,End_Lat,End_Lng
Princes Way,LONGWARRY NORTH,ABCD,2024-09-01 00:00:00,-38.080859,145.79384,-38.080859,145.79384
Princes Way,WARRAGUL,ABCD,T,-38.1583918,145.9211989,-38.1583918,145.9211989
Princes Way,LONGWARRY,ACD,T,-38.0809112,145.7916989,-38.0809112,145.7916989
Princess Street,KEW,ACD,2024-07-01 00:00:00,-37.7993639,145.0302789,-37.7993639,145.0302789
Progress Road,ELTHAM NORTH,BC,2024-08-01 00:00:00,-37.7013445,145.1403897,-37.7013445,145.1403897
Promontory Road,YANAKIE,C,2024-09-01 00:00:00,-38.8112939,146.2056493,-38.8112939,146.2056493
Prospect Hill Road,NARRE WARREN,BC,2024-04-01 00:00:00,-38.0101897,145.2999091,-38.0101897,145.2999091
Prouses Road,CALIFORNIA GULLY,BCD,2024-10-01 00:00:00,-36.7313284,144.2790308,-36.7313284,144.2790308
Purnell Road,CORIO,ABCD,2024-08-01 00:00:00,-38.0737031,144.3548316,-38.0737031,144.3548316
Pyke Street,QUARRY HILL,C,2024-10-01 00:00:00,-36.7693409,144.2831632,-36.7693409,144.2831632
Pyrenees Highway,ELMHURST,BC,2024-02-01 00:00:00,-37.184123,143.2606007,-37.184123,143.2606007
Pyrenees Highway,AMPHITHEATRE,BC,2024-08-01 00:00:00,-37.1852871,143.391882,-37.1852871,143.391882
Pyrenees Highway,CASTLEMAINE,BCD,2024-05-02 00:00:00,-37.0693188,144.2158879,-37.0693188,144.2158879
Pyrenees Highway,ARARAT,C,2024-10-01 00:00:00,-37.2619619,142.9642312,-37.2619619,142.9642312
Pyrenees Highway,EVERSLEY,C,2024-10-01 00:00:00,-37.1892212,143.1754662,-37.1892212,143.1754662
Quarry Road,LANGWARRIN,ABC,2024-09-01 00:00:00,-38.1374013,145.1922813,-38.1374013,145.1922813
Queen Street,WARRAGUL,ABCD,2024-09-01 00:00:00,-38.1670585,145.9468908,-38.1670585,145.9468908
Queen Street,ALTONA,ABCD,T,-37.8745656,144.8121493,-37.8745656,144.8121493
Queen Street,MAFFRA,B,2023-12-01 00:00:00,-37.9673105,146.979616,-37.9673105,146.979616
Queen Street,ALTONA,C,2023-08-01 00:00:00,-37.8745656,144.8121493,-37.8745656,144.8121493
Queens Avenue,CAULFIELD EAST,ABCD,2024-07-01 00:00:00,-37.8816902,145.0439553,-37.8816902,145.0439553
Racecourse Road,PAKENHAM,BC,2024-04-01 00:00:00,-38.0773485,145.4934022,-38.0773485,145.4934022
Racecourse Road,ASCOT,C,2024-10-01 00:00:00,-36.721632,144.3242608,-36.721632,144.3242608
Radford Road,RESERVOIR,ABCD,2024-08-01 00:00:00,-37.7056221,144.9833364,-37.7056221,144.9833364
Raglan Street,PRESTON,AC,2024-08-01 00:00:00,-37.7503903,145.015453,-37.7503903,145.015453
Raglan Street,SALE,C,2023-12-01 00:00:00,-38.099737,147.0781852,-38.099737,147.0781852
Railway Avenue,WERRIBEE,C,2023-08-01 00:00:00,-37.8946314,144.6717776,-37.8946314,144.6717776
Raleigh Street,WESTMEADOWS,C,2024-08-01 00:00:00,-37.6771447,144.8951138,-37.6771447,144.8951138
Ranfurly Way,MILDURA,ABCD,2024-08-01 00:00:00,-34.1758426,142.1002219,-34.1758426,142.1002219
Rattray Road,MONTMORENCY,AC,2024-08-01 00:00:00,-37.7184606,145.1236465,-37.7184606,145.1236465
Rea Street,SHEPPARTON,ABC,2024-08-01 00:00:00,-36.3710685,145.4086609,-36.3710685,145.4086609
Recreation Road,YAN YEAN,B,2024-08-01 00:00:00,-37.5645826,145.1219302,-37.5645826,145.1219302
Rees Road,MELTON SOUTH,C,2024-05-02 00:00:00,-37.7127745,144.5628789,-37.7127745,144.5628789
Reeve Street,SALE,C,2023-12-01 00:00:00,-38.1046357,147.0608513,-38.1046357,147.0608513
Regent Street,MERNDA,BCD,2024-08-01 00:00:00,-37.6050315,145.069657,-37.6050315,145.069657
Reid Parade,HASTINGS,AB,2024-09-01 00:00:00,-38.3160137,145.1884023,-38.3160137,145.1884023
Remembrance Drive,CARDIGAN,AC,2024-08-01 00:00:00,-37.5239759,143.7415533,-37.5239759,143.7415533
Research Warrandyte Road,RESEARCH,BC,2024-08-01 00:00:00,-37.7109137,145.1926182,-37.7109137,145.1926182
Research-Warrandyte Road,NORTH WARRANDYTE,BC,2024-08-01 00:00:00,-37.7238407,145.2055592,-37.7238407,145.2055592
Reserve Road,CHELTENHAM,AC,2024-03-01 00:00:00,-37.9637057,145.037268,-37.9637057,145.037268
Reservoir Road,SUNBURY,C,2024-08-01 00:00:00,-37.5696805,144.6883053,-37.5696805,144.6883053
Reservoir Road,KENNINGTON,C,2024-10-01 00:00:00,-36.7705643,144.3142093,-36.7705643,144.3142093
Retreat Road,SPRING GULLY,BCD,2024-10-01 00:00:00,-36.7907005,144.2878687,-36.7907005,144.2878687
Reynolds Parade,PASCOE VALE SOUTH,C,2024-08-01 00:00:00,-37.7418306,144.9397608,-37.7418306,144.9397608
Reynolds Road,TEMPLESTOWE,ABC,2024-06-01 00:00:00,-37.7626922,145.1604691,-37.7626922,145.1604691
Rhodes Parade,PASCOE VALE,C,2024-08-01 00:00:00,-37.7156244,144.9285363,-37.7156244,144.9285363
Riddell Road,SUNBURY,AC,2024-08-01 00:00:00,-37.5286805,144.6875231,-37.5286805,144.6875231
Riggall Street,DALLAS,C,2024-08-01 00:00:00,-37.6760213,144.9298194,-37.6760213,144.9298194
Ring Road,ALFREDTON,ABCD,2024-08-01 00:00:00,-37.5428847,143.7991616,-37.5318616,143.8030632
Rippon Road,HAMILTON,BC,2024-10-01 00:00:00,-37.7458438,142.0391208,-37.7458438,142.0391208
River Avenue,MERBEIN SOUTH,ABCD,2024-08-01 00:00:00,-34.2155551,142.0440872,-34.2155551,142.0440872
River Drive,TARWIN LOWER,C,2024-09-01 00:00:00,-38.6989454,145.86712,-38.6989454,145.86712
River Road,COBRAM,C,2024-05-02 00:00:00,-35.9274428,145.6835279,-35.9274428,145.6835279
River Road,MURCHISON,C,2024-08-01 00:00:00,-36.5980695,145.2232343,-36.5980695,145.2232343
Riverine Street,BAIRNSDALE,C,2023-12-01 00:00:00,-37.822562,147.6272323,-37.822562,147.6272323
Riverside Avenue,MILDURA,BC,2024-08-01 00:00:00,-34.1741824,142.1461372,-34.1741824,142.1461372
Riverview Drive,KIALLA,ABCD,T,-36.4069078,145.3782261,-36.4069078,145.3782261
Robinsons Road,LANGWARRIN,AB,2024-09-01 00:00:00,-38.1800307,145.1859973,-38.1800307,145.1859973
Robinsons Road,FRANKSTON,ABC,2024-09-01 00:00:00,-38.175427,145.1516996,-38.175427,145.1516996
Robinsons Road,LANGWARRIN SOUTH,ABC,2024-09-01 00:00:00,-38.1800307,145.1859973,-38.1800307,145.1859973
Robinsons Road,PEARCEDALE,B,2024-04-01 00:00:00,-38.1855809,145.2242473,-38.1855809,145.2242473
Robinvale-Sea Lake Road,ROBINVALE,BC,2023-09-01 00:00:00,-34.639376,142.7677511,-34.639376,142.7677511
Rockbank Middle Road,CAROLINE SPRINGS,ABCD,2024-10-01 00:00:00,-37.7442197,144.7388423,-37.7442197,144.7388423
Rohs Road,EAST BENDIGO,BCD,2024-10-01 00:00:00,-36.7378385,144.3158984,-36.7378385,144.3158984
Rokewood-Shelford Road,ROKEWOOD,ABCD,2024-08-01 00:00:00,-37.9225261,143.8022172,-37.9225261,143.8022172
Rokewood-Skipton Road,ROKEWOOD,ABCD,2024-08-01 00:00:00,-37.8846442,143.6823652,-37.8846442,143.6823652
Rosedale-Heyfield Road,WINNINDOO,ABC,2023-12-01 00:00:00,-38.0761837,146.7708509,-38.0761837,146.7708509
Rosedale-Longford Road,LONGFORD,ABC,2023-12-01 00:00:00,-38.1717417,146.9873281,-38.1717417,146.9873281
Rosehill Road,LOWER PLENTY,BCD,2024-08-01 00:00:00,-37.7368337,145.1249165,-37.7368337,145.1249165
Rosehill Road,KEILOR EAST,C,2024-08-01 00:00:00,-37.7474071,144.8771486,-37.7474071,144.8771486
Rosella Avenue,WERRIBEE,C,2024-07-01 00:00:00,-37.882827,144.668298,-37.882827,144.668298
Rowan Drive,KEALBA,C,2024-06-01 00:00:00,-37.7322679,144.8264719,-37.7322679,144.8264719
Rowan Street,WANGARATTA,ABCD,2024-08-01 00:00:00,-36.3514149,146.3156004,-36.3514149,146.3156004
Rowes Road,WERRIBEE,C,2023-08-01 00:00:00,-37.8912582,144.6384502,-37.8912582,144.6384502
Roxburgh Park Drive,ROXBURGH PARK,C,2024-08-01 00:00:00,-37.6294118,144.9202274,-37.6294118,144.9202274
Royal Parade,PARKVILLE,A,2024-08-01 00:00:00,-37.7966696,144.9581113,-37.7884357,144.9589983
Roycroft Avenue,MILL PARK,C,2024-08-01 00:00:00,-37.6685373,145.0546121,-37.6685373,145.0546121
Rushworth Road,MURCHISON,BC,2024-08-01 00:00:00,-36.6180335,145.2102271,-36.6180335,145.2102271
Rushworth-Tatura Road,RUSHWORTH,C,2024-05-02 00:00:00,-36.5312011,145.0617498,-36.5312011,145.0617498
Russell Street,BALLARAT,C,2024-08-01 00:00:00,-37.5644115,143.8301804,-37.5644115,143.8301804
Russell Street,CASTERTON,C,T,-37.5932827,141.3928961,-37.5932827,141.3928961
Ryans Road,ELTHAM NORTH,ABCD,2024-08-01 00:00:00,-37.6982952,145.1409558,-37.6982952,145.1409558
Ryrie Street,EAST GEELONG,ABCD,T,-38.1544278,144.3776589,-38.1544278,144.3776589
Ryrie Street,GEELONG,BCD,2024-08-01 00:00:00,-38.1505776,144.364361,-38.1505776,144.364361
Sages Road,BAXTER,BC,2024-09-01 00:00:00,-38.196821,145.1409504,-38.196821,145.1409504
Sailors Gully Road,EAGLEHAWK,C,2024-10-01 00:00:00,-36.7085104,144.2380954,-36.7085104,144.2380954
Sailors Gully Road,SAILORS GULLY,C,2024-10-01 00:00:00,-36.7088337,144.2335865,-36.7088337,144.2335865
Sale-Heyfield Road,DENISON,ABC,2023-12-01 00:00:00,-38.0251884,146.8735657,-38.0251884,146.8735657
Sale-Heyfield Road,FULHAM,C,2023-12-01 00:00:00,-38.0567065,146.9659524,-38.0567065,146.9659524
Salmon Street,PORT MELBOURNE,BCD,2024-08-01 00:00:00,-37.8278895,144.9227929,-37.8278895,144.9227929
Salmon Street,HASTINGS,C,2024-09-01 00:00:00,-38.3123239,145.1935402,-38.3123239,145.1935402
Saltlake Boulevard,WOLLERT,BCD,2024-08-01 00:00:00,-37.613668,145.038755,-37.613668,145.038755
Saltwater Promenade,POINT COOK,BC,2023-08-01 00:00:00,-37.9119405,144.7700137,-37.9119405,144.7700137
Samaria Road,BENALLA,C,2024-04-01 00:00:00,-36.5601833,145.994726,-36.5601833,145.994726
San Mateo Avenue,MILDURA,ABCD,2024-08-01 00:00:00,-34.2258657,142.1232971,-34.2258657,142.1232971
Sand Road,LONGWARRY,ACD,T,-38.093414,145.7760952,-38.093414,145.7760952
Sanders Road,HAZELWOOD NORTH,BC,2024-02-01 00:00:00,-38.2445382,146.5125778,-38.2445382,146.5125778
Sandhurst Road,CALIFORNIA GULLY,ABCD,2024-10-01 00:00:00,-36.7304297,144.2628707,-36.7304297,144.2628707
Sandilong Avenue,IRYMPLE,BC,2024-08-01 00:00:00,-34.2247115,142.1640693,-34.2247115,142.1640693
Sandpiper Drive,TAYLORS LAKES,BC,2024-05-02 00:00:00,-37.6955773,144.7889857,-37.6955773,144.7889857
Saxonwood Drive,NARRE WARREN,BC,2024-04-01 00:00:00,-38.032078,145.3097813,-38.032078,145.3097813
Sayers Road,TARNEIT,ABCD,2024-04-01 00:00:00,-37.8458384,144.6643549,-37.8458384,144.6643549
Sayers Road,TRUGANINA,ABCD,2024-04-01 00:00:00,-37.8509206,144.7100459,-37.8509206,144.7100459
Sayers Road,HOPPERS CROSSING,C,2023-08-01 00:00:00,-37.8498693,144.7008682,-37.8498693,144.7008682
Schotters Road,MERNDA,ABCD,2024-08-01 00:00:00,-37.594258,145.1028903,-37.594258,145.1028903
Scott Parade,BROWN HILL,ABCD,2024-08-01 00:00:00,-37.557018,143.8871358,-37.557018,143.8871358
Sea Lake-Swan Hill Road,SWAN HILL,C,T,-35.3555166,143.4943389,-35.3555166,143.4943389
Seaford Road,SEAFORD,C,2024-09-01 00:00:00,-38.1100585,145.1422915,-38.1100585,145.1422915
Seaspray Road,LONGFORD,C,2023-12-01 00:00:00,-38.2510578,147.1334106,-38.2510578,147.1334106
Seaspray Road,SEASPRAY,C,2023-12-01 00:00:00,-38.3270355,147.1618415,-38.3270355,147.1618415
Sebastopol-Smythesdale Road,ROSS CREEK,BC,2024-08-01 00:00:00,-37.6296016,143.7652451,-37.6296016,143.7652451
Selkirk Road,WOODSTOCK,AC,2024-08-01 00:00:00,-37.5379953,145.0693144,-37.5379953,145.0693144
Serpells Road,TEMPLESTOWE,BC,2024-06-01 00:00:00,-37.7668227,145.1526433,-37.7668227,145.1526433
Service Street,CLUNES,C,2024-08-01 00:00:00,-37.2997834,143.7830757,-37.2997834,143.7830757
Settlement Road,THOMASTOWN,ABCD,2024-08-01 00:00:00,-37.6937297,145.0324403,-37.6937297,145.0324403
Seventh Street,MILDURA,ABCD,2024-08-01 00:00:00,-34.1826805,142.1632294,-34.1826805,142.1632294
Seventh Street E,MILDURA,ABCD,2024-03-01 00:00:00,-34.1942264,142.1771565,-34.1942264,142.1771565
Seymour-Avenel Road,SEYMOUR,C,2024-08-01 00:00:00,-36.9900491,145.1581177,-36.9900491,145.1581177
Seymour-Pyalong Road,SEYMOUR,C,2024-08-01 00:00:00,-37.0956043,144.9749574,-37.0956043,144.9749574
Seymour-Tooborac Road,PUCKAPUNYAL,C,2024-08-01 00:00:00,-37.0123919,144.938011,-37.0123919,144.938011
Seymour-Tooborac Road,SEYMOUR,C,2024-08-01 00:00:00,-37.030768,145.1016793,-37.030768,145.1016793
Shakespeare Street,HAMILTON,C,2024-10-01 00:00:00,-37.7350125,142.0215381,-37.7350125,142.0215381
Shanahan Parade,NEWBOROUGH,AC,2024-02-01 00:00:00,-38.1916588,146.2895107,-38.1916588,146.2895107
Sharps Road,TULLAMARINE,ABCD,T,-37.7075828,144.8734126,-37.7075828,144.8734126
Shaws Road,WERRIBEE,C,2023-08-01 00:00:00,-37.8897649,144.6595017,-37.8897649,144.6595017
Shearwater Drive,PAKENHAM,BC,2024-04-01 00:00:00,-38.068422,145.4454864,-38.068422,145.4454864
Sheepwash Road,BARWON HEADS,BC,2024-08-01 00:00:00,-38.2684574,144.4896394,-38.2684574,144.4896394
Shell Road,OCEAN GROVE,ABC,2024-08-01 00:00:00,-38.2606344,144.5567901,-38.2606344,144.5567901
Shell Road,POINT LONSDALE,ABC,2024-08-01 00:00:00,-38.2650417,144.5950267,-38.2650417,144.5950267
Sherbourne Road,MONTMORENCY,C,2024-08-01 00:00:00,-37.7108494,145.129216,-37.7108494,145.129216
Shoreline Drive,SEASPRAY,C,2023-12-01 00:00:00,-38.3647719,147.2063588,-38.3647719,147.2063588
Shrives Road,NARRE WARREN,B,2024-04-01 00:00:00,-38.031614,145.292781,-38.031614,145.292781
Simpsons Road,EAGLEHAWK,BCD,2024-10-01 00:00:00,-36.7041651,144.2784582,-36.7041651,144.2784582
Sinclairs Road,ROCKBANK,ABC,2024-05-02 00:00:00,-37.7325447,144.7077735,-37.7325447,144.7077735
Sixteenth Street,IRYMPLE,ABCD,2024-08-01 00:00:00,-34.2343801,142.1485609,-34.2343801,142.1485609
Sixteenth Street,MILDURA SOUTH,AC,2024-08-01 00:00:00,-34.2328353,142.14672,-34.2328353,142.14672
Sixteenth Street,MILDURA,BCD,2024-08-01 00:00:00,-34.2328353,142.14672,-34.2328353,142.14672
Skene Street,WARRNAMBOOL,C,2024-10-01 00:00:00,-38.3826555,142.4935329,-38.3826555,142.4935329
Skipton Street,REDAN,ABCD,2024-08-01 00:00:00,-37.5752563,143.8451322,-37.5752563,143.8451322
Skye Road,FRANKSTON,ABC,2024-09-01 00:00:00,-38.1360257,145.1533648,-38.1360257,145.1533648
Skyline Road,EILDON,B,2024-04-01 00:00:00,-37.2238841,145.8700165,-37.2238841,145.8700165
Sladen Street,CRANBOURNE,BC,2024-04-01 00:00:00,-38.1121235,145.2760898,-38.1121235,145.2760898
Smithfield Road,KENSINGTON,ABC,2024-08-01 00:00:00,-37.7908986,144.9203357,-37.7908986,144.9203357
Smiths Lane,PEARCEDALE,ABCD,2024-04-01 00:00:00,-38.1866066,145.2570583,-38.1732199,145.2595759
Smythes Road,DELACOMBE,BCD,2024-08-01 00:00:00,-37.588906,143.8161612,-37.588906,143.8161612
Snake Gully Drive,BUNDOORA,ABCD,2024-01-01 00:00:00,-37.703941,145.0502568,-37.703941,145.0502568
Sneydes Road,WERRIBEE,BC,2023-08-01 00:00:00,-37.8974657,144.6973535,-37.8974657,144.6973535
Snow Road,OXLEY,ABCD,2024-08-01 00:00:00,-36.4425242,146.3756375,-36.4546528,146.4768195
Somerton Park Road,SALE,C,2023-12-01 00:00:00,-38.09627,147.0976828,-38.09627,147.0976828
Somerton Road,GREENVALE,ABC,2024-08-01 00:00:00,-37.6338009,144.8734638,-37.6338009,144.8734638
Somerton Road,BULLA,AC,2024-08-01 00:00:00,-37.6284219,144.8261619,-37.6284219,144.8261619
Somerville  Road,YARRAVILLE,BC,2023-08-01 00:00:00,-37.8127675,144.8829284,-37.8127675,144.8829284
Somerville Road,SUNSHINE WEST,ABCD,2024-06-01 00:00:00,-37.8065493,144.8250653,-37.8065493,144.8250653
Somerville Road,YARRAVILLE,BCD,2023-08-01 00:00:00,-37.8127675,144.8829284,-37.8127675,144.8829284
South Gippsland Highway,DANDENONG SOUTH,ABCD,2023-09-01 00:00:00,-38.0214598,145.2397576,-38.0214598,145.2397576
South Gippsland Highway,CRANBOURNE EAST,ABCD,2024-04-01 00:00:00,-38.1329521,145.2962976,-38.1329521,145.2962976
South Gippsland Highway,CLYDE,ABCD,2024-04-01 00:00:00,-38.1644405,145.323028,-38.1644405,145.323028
South Gippsland Highway,DEVON MEADOWS,ABCD,2024-04-01 00:00:00,-38.165762,145.3247352,-38.165762,145.3247352
South Gippsland Highway,KOO WEE RUP,ABCD,T,-38.2120473,145.4673141,-38.2120473,145.4673141
South Gippsland Highway,YARRAM,AC,2023-12-01 00:00:00,-38.5532269,146.7514703,-38.572467,146.6737761
South Gippsland Highway,LANG LANG,AC,2024-04-01 00:00:00,-38.2975554,145.5596963,-38.2975554,145.5596963
South Gippsland Highway,LYNBROOK,AC,2024-04-01 00:00:00,-38.0510055,145.2577843,-38.0510055,145.2577843
South Gippsland Highway,TOORADIN,BC,2024-04-01 00:00:00,-38.2080809,145.3760841,-38.2080809,145.3760841
South Gippsland Highway,ALBERTON,C,2023-12-01 00:00:00,-38.6070126,146.6650435,-38.6070126,146.6650435
South Gippsland Highway,HEDLEY,C,2023-12-01 00:00:00,-38.6323878,146.5554091,-38.6323878,146.5554091
South Gippsland Highway,LONGFORD,C,2023-12-01 00:00:00,-38.2379134,147.0545963,-38.2379134,147.0545963
South Gippsland Highway,STRADBROKE,C,2023-12-01 00:00:00,-38.2777184,147.0359456,-38.2777184,147.0359456
South Gippsland Highway,FIVE WAYS,C,2024-04-01 00:00:00,-38.450956,145.9270771,-38.450956,145.9270771
South Gippsland Highway,RUBY,C,2024-09-01 00:00:00,-38.4485925,145.9103112,-38.4485925,145.9103112
South Gippsland Highway,WELSHPOOL,C,2024-09-01 00:00:00,-38.6642363,146.4431365,-38.6642363,146.4431365
South Road,MOORABBIN,ABC,2024-06-01 00:00:00,-37.9357618,145.0568041,-37.9357618,145.0568041
South Road,HAMPTON,AC,2024-03-01 00:00:00,-37.9301135,145.0100999,-37.9301135,145.0100999
South Street,HADFIELD,BC,2024-08-01 00:00:00,-37.7148457,144.945055,-37.7148457,144.945055
South Valley Road,HIGHTON,ABCD,2024-08-01 00:00:00,-38.1844565,144.3162153,-38.1844565,144.3162153
Southern Road,HEIDELBERG HEIGHTS,C,2024-08-01 00:00:00,-37.7426214,145.0528836,-37.7426214,145.0528836
Specimen Hill Road,GOLDEN SQUARE,ABCD,2023-10-01 00:00:00,-36.7660043,144.2486143,-36.7660043,144.2486143
Spence Street,KEILOR PARK,BCD,2024-06-01 00:00:00,-37.7208092,144.8578606,-37.7208092,144.8578606
Spencer Street,MELBOURNE,ABCD,2024-08-01 00:00:00,-37.8148299,144.9521297,-37.8148299,144.9521297
Spring Gully Road,SPRING GULLY,ABCD,2024-10-01 00:00:00,-36.7911731,144.2847862,-36.7911731,144.2847862
Spring Road,DINGLEY VILLAGE,C,2024-06-01 00:00:00,-37.9769431,145.1348612,-37.9769431,145.1348612
Spring Road,SPRINGVALE SOUTH,CD,2024-08-01 00:00:00,-37.9685335,145.1376686,-37.9685335,145.1376686
Spring Street,PRESTON,ABCD,2024-08-01 00:00:00,-37.7306758,145.0004753,-37.7306758,145.0004753
Springbank Road,BULLAROOK,ABCD,2024-08-01 00:00:00,-37.5263173,144.0039355,-37.5263173,144.0039355
Springfield Road,BLACKBURN NORTH,C,2024-06-01 00:00:00,-37.8105273,145.1532036,-37.8105273,145.1532036
Springfield Road,MITCHAM,C,2024-06-01 00:00:00,-37.8095397,145.1873916,-37.8095397,145.1873916
Springs Road,CLARINDA,AC,2024-03-01 00:00:00,-37.935561,145.1083202,-37.935561,145.1083202
Springvale Road,FOREST HILL,ABCD,2024-06-01 00:00:00,-37.8412311,145.1715643,-37.8412311,145.1715643
Springvale Road,NUNAWADING,ABCD,2024-06-01 00:00:00,-37.8172307,145.1760865,-37.8172307,145.1760865
Springvale Road,KEYSBOROUGH,AC,2024-08-01 00:00:00,-38.0021484,145.1423294,-38.0017991,145.1424016
St Aidans Road,KENNINGTON,ABCD,2024-10-01 00:00:00,-36.7656761,144.3048189,-36.7656761,144.3048189
St Albans Road,ST ALBANS,ABCD,2024-05-02 00:00:00,-37.758264,144.8104882,-37.758264,144.8104882
St Albans Road,SUNSHINE NORTH,ABCD,2024-05-02 00:00:00,-37.7703155,144.8195709,-37.7703155,144.8195709
St Arnaud-Wycheproof Road,WOOROONOOK,C,2024-08-01 00:00:00,-36.2439703,143.2044127,-36.2439703,143.2044127
St Georges Road,CORIO,ABCD,2024-08-01 00:00:00,-38.085216,144.3672531,-38.085216,144.3672531
St Georges Road,TOORAK,BCD,2024-06-01 00:00:00,-37.8346564,145.0179199,-37.8346564,145.0179199
St Helena Road,ST HELENA,ABCD,2024-08-01 00:00:00,-37.6916037,145.1302891,-37.6916037,145.1302891
St James Road,ROSANNA,BCD,2024-08-01 00:00:00,-37.7475823,145.0689109,-37.7475823,145.0689109
St Kilda Road,ST KILDA,ABCD,2024-06-01 00:00:00,-37.85959,144.9838309,-37.85959,144.9838309
Stagecoach Boulevard,SOUTH MORANG,BCD,2024-08-01 00:00:00,-37.6452299,145.0988749,-37.6452299,145.0988749
Stanley Road,SILVER CREEK,ABCD,2024-10-01 00:00:00,-36.377856,146.726986,-36.377856,146.726986
Station Road,MELTON SOUTH,C,2024-05-02 00:00:00,-37.6982473,144.5759849,-37.6982473,144.5759849
Station Street,EPSOM,ABCD,2024-10-01 00:00:00,-36.6965585,144.3226356,-36.6965585,144.3226356
Station Street,FAIRFIELD,AC,2024-08-01 00:00:00,-37.7824691,145.0175439,-37.7824691,145.0175439
Station Street,NUNAWADING,ACD,2024-06-01 00:00:00,-37.8198955,145.1806813,-37.8198955,145.1806813
Station Street,OFFICER,B,2024-04-01 00:00:00,-38.0630685,145.4095953,-38.0630685,145.4095953
Station Street,POREPUNKAH,BCD,2024-04-01 00:00:00,-36.6971286,146.9157292,-36.6971286,146.9157292
Station Street,PORT MELBOURNE,BCD,2024-06-01 00:00:00,-37.8347848,144.9421061,-37.8347848,144.9421061
Station Street,BOX HILL,C,2024-06-01 00:00:00,-37.8209317,145.1232774,-37.8209317,145.1232774
Station Street,BOX HILL NORTH,C,2024-06-01 00:00:00,-37.8064723,145.1260448,-37.8064723,145.1260448
Station Street,BOX HILL SOUTH,C,2024-06-01 00:00:00,-37.8380215,145.1201378,-37.8380215,145.1201378
Stawell Street South,BALLARAT EAST,ABCD,T,-37.5622152,143.8854943,-37.5622152,143.8854943
Stawell-Avoca Road,STAWELL,ABC,2024-10-01 00:00:00,-37.0272358,142.8183728,-37.0272358,142.8183728
Stawell-Warracknabeal Road,WARRACKNABEAL,B,2024-10-01 00:00:00,-36.2876641,142.426891,-36.2876641,142.426891
Stawell-Warracknabeal Road,GLENORCHY,C,2024-10-01 00:00:00,-36.9229839,142.6561537,-36.9229839,142.6561537
Stawell-Warracknabeal Road,SHEEP HILLS,C,2024-10-01 00:00:00,-36.3639271,142.5150298,-36.3639271,142.5150298
Stead Street,SALE,BC,2023-12-01 00:00:00,-38.1046423,147.0863431,-38.1046423,147.0863431
Stephensons Road,MOUNT WAVERLEY,C,2024-06-01 00:00:00,-37.8783047,145.1285479,-37.8783047,145.1285479
Sternberg Street,KENNINGTON,CD,2024-10-01 00:00:00,-36.7637002,144.2923059,-36.7637002,144.2923059
Stony Point Road,CRIB POINT,BC,2024-09-01 00:00:00,-38.3582435,145.196596,-38.3582435,145.196596
Strachans Road,MORNINGTON,BC,2024-09-01 00:00:00,-38.2333225,145.0311685,-38.2333225,145.0311685
Stratford-Maffra Road,MAFFRA,C,2023-12-01 00:00:00,-37.976057,147.0215868,-37.976057,147.0215868
Strathallan Road,MACLEOD,B,2024-08-01 00:00:00,-37.7240341,145.0763914,-37.7240341,145.0763914
Strathfieldsaye Road,STRATHFIELDSAYE,ACD,T,-36.808014,144.3684424,-36.808014,144.3684424
Strickland Road,EAST BENDIGO,ABCD,2024-10-01 00:00:00,-36.7470906,144.3110064,-36.7470906,144.3110064
Strzelecki Highway,BERRYS CREEK,A,2024-09-01 00:00:00,-38.4068133,146.0671623,-38.4068133,146.0671623
Strzelecki Highway,MIRBOO NORTH,A,2024-09-01 00:00:00,-38.3878206,146.1326396,-38.3878206,146.1326396
Strzelecki Highway,DRIFFIELD,ABC,2024-02-01 00:00:00,-38.2757607,146.3221707,-38.2757607,146.3221707
Stud Road,ROWVILLE,AC,2024-07-01 00:00:00,-37.9259177,145.2333608,-37.9259177,145.2333608
Studley Road,EAGLEMONT,BCD,2024-08-01 00:00:00,-37.7597212,145.0571212,-37.7597212,145.0571212
Sturt Highway,KARAWINNA,ABC,2024-08-01 00:00:00,-34.6240288,144.3537691,-34.6240288,144.3537691
Sturt Highway,YARRARA,ABC,2024-08-01 00:00:00,-34.6240288,144.3537691,-34.6240288,144.3537691
Sturt Highway,MERBEIN SOUTH,BC,2024-08-01 00:00:00,-34.2156711,142.0264284,-34.2156711,142.0264284
Sturt Highway,MERINGUR,C,2024-08-01 00:00:00,-34.2748072,141.2634319,-34.2748072,141.2634319
Sturt Highway,MERRINEE,C,2024-08-01 00:00:00,-34.2578366,141.8527267,-34.2578366,141.8527267
Sturt Highway,WARGAN,C,2024-08-01 00:00:00,-34.2578366,141.8527267,-34.2578366,141.8527267
Summerhill Road,GLEN IRIS,ACD,2024-07-01 00:00:00,-37.8551919,145.0759896,-37.8551919,145.0759896
Sunbury Road,SUNBURY,C,2024-08-01 00:00:00,-37.5993817,144.7608631,-37.5993817,144.7608631
Sunraysia Highway,LAMPLOUGH,BC,2024-08-01 00:00:00,-37.1438896,143.5194055,-37.1438896,143.5194055
Sunraysia Highway,LEARMONTH,BC,2024-08-01 00:00:00,-37.4244866,143.7191353,-37.4244866,143.7191353
Sunraysia Highway,TANWOOD,BC,2024-08-01 00:00:00,-37.0076537,143.3899257,-37.0076537,143.3899257
